2024 RANK,2023 RANK,Institution Name,Country Code,Country,SIZE,FOCUS,RES.,AGE,STATUS,Academic Reputation Score,Academic Reputation Rank,Employer Reputation Score,Employer Reputation Rank,Faculty Student Score,Faculty Student Rank,Citations per Faculty Score,Citations per Faculty Rank,International Faculty Score,International Faculty Rank,International Students Score,International Students Rank,International Research Network Score,International Research Network Rank,Employment Outcomes Score,Employment Outcomes Rank,Sustainability Score,Sustainability Rank,Overall SCORE
=486,561-570,University of Electronic Science and Technology of China,CN,China (Mainland),XL,CO,VH,4,A,4.3,601+,3.0,601+,8.6,701+,96.4,46,3.4,701+,2.6,701+,21.7,530,7.6,701+,3.5,701+,23.7
=486,591-600,University of Guelph,CA,Canada,L,CO,VH,4,A,13.5,601+,20.9,444,5.8,701+,47.5,286,43.5,384,15.1,618,22.3,525,13.1,658,36.3,389=,23.7
=489,449=,IPB University (a.k.a. Bogor Agricultural University),ID,Indonesia,L,CO,VH,4,A,21.6,399,39.0,244,66.1,203,1.7,701+,54.6,339,3.8,701+,1.2,701+,24.1,347,3.4,701+,23.6
=489,499=,"University of Rome ""Tor Vergata""",IT,Italy,L,CO,VH,3,A,31.5,277,12.6,601+,7.6,701+,38.1,367,7.1,701+,16.2,596,32.8,435,7.8,701+,15.2,608=,23.6
=491,561-570,Dalian University of Technology,CN,China (Mainland),XL,CO,VH,4,A,9.1,601+,3.2,601+,16.8,701+,79.8,110,12.2,701+,3.2,701+,16.3,582,13.7,627,8.7,691=,23.5
=491,425=,University at Buffalo SUNY,US,United States,L,FC,VH,5,A,18.0,499,8.3,601+,7.8,701+,37.2,378,42.8,389,33.3,390,23.3,516,24.6,340,50.6,305=,23.5
=491,467=,University of Iowa,US,United States,L,FC,VH,5,A,19.9,444,11.2,601+,48.2,325,20.9,548,22.3,569,4.6,701+,51.3,304,22.1,374,38.4,373=,23.5
=494,392=,Chung-Ang University (CAU),KR,South Korea,L,FC,VH,4,B,19.8,445,36.2,271,69.5,186,8.9,701+,13.8,690,36.3,373,1.7,701+,12.8,672,2.5,701+,23.4
=494,591-600,Hunan University ,CN,China (Mainland),XL,CO,VH,4,A,8.6,601+,8.4,601+,13.8,701+,82.0,104,4.9,701+,1.9,701+,3.8,701+,18.7,447,7,701+,23.4
=494,461=,Rensselaer Polytechnic Institute,US,United States,M,CO,VH,5,B,8.3,601+,7.0,601+,19.5,682,70.7,144,4.0,701+,44.3,326,1.6,701+,24.1,350,2.7,701+,23.4
=494,561-570,Universidad de Sevilla,ES,Spain,XL,FC,VH,5,A,38.8,220,10.4,601+,16.7,701+,8.5,701+,3.6,701+,16.0,599,82.0,135,8,701+,29.1,456=,23.4
=498,346,Ewha Womans University,KR,South Korea,L,FC,HI,4,B,26.7,325,23.0,413,77.4,150,7.7,701+,7.8,701+,19.8,551,1.6,701+,15.3,552,6.9,701+,23.2
=498,601-650,Ulster University,UK,United Kingdom,L,CO,VH,4,A,8.4,601+,13.0,601+,11.9,701+,12.1,697,100.0,72,90.5,117,38.5,388,11.6,701+,63.7,230,23.2
=498,581-590,University of Delaware,US,United States,L,CO,VH,5,A,10.3,601+,7.9,601+,6.9,701+,59.1,212,36.3,444,13.7,649,28.2,468,19.8,419,31.8,424,23.2
=498,591-600,University of Jordan,JO,Jordan,XL,FC,HI,4,A,29.1,297,38.8,250,17.4,701+,3.3,701+,20.6,586,34.1,385,13.8,613,29.8,264,28.9,460=,23.2
=502,561-570,Bilkent University,TR,Turkey,M,CO,VH,3,B,22.2,396,44.9,196,17.2,701+,12.9,679,72.0,264,5.7,701+,4.1,701+,14.3,588,14.2,621=,23.1
=502,497=,Jilin University,CN,China (Mainland),XL,FC,VH,4,A,14.3,601+,47.1,189,39.3,405,23.6,506,12.4,701+,2.2,701+,17.9,563,18.3,458,13.7,627=,23.1
=502,701-750,University of Portsmouth,UK,United Kingdom,L,CO,VH,3,A,8.4,601+,9.6,601+,8.7,701+,18.7,572,75.1,253,87.3,134,44.8,348,12.6,690,73.1,187=,23.1
=505,581-590,Macau University of Science and Technology,MO,Macau SAR,L,CO,VH,2,B,4.2,601+,4.2,601+,4.5,701+,47.8,283,100.0,12,100.0,1,2.4,701+,20.9,394,1.1,701+,23.0
=505,428=,National Sun Yat-sen University,TW,Taiwan,M,CO,VH,3,A,26.5,330,24.4,395,29.5,527,25.2,483,23.8,552,10.3,701+,2.5,701+,12.1,701+,20.9,536=,23.0
=505,601-650,Oregon State University,US,United States,L,CO,VH,5,A,15.7,556,4.6,601+,18.9,698,41.1,334,17.0,627,9.6,701+,58.2,259,14.1,607,53.1,291,23.0
=505,511-520,Università Cattolica del Sacro Cuore,IT,Italy,L,FO,VH,5,B,23.5,367,31.4,314,35.0,453,13.4,672,10.4,701+,12.7,668,9.0,696,26,318,44.4,336=,23.0
=509,457=,Sogang University,KR,South Korea,M,CO,VH,4,B,21.5,401,49.1,178,55.7,269,5.5,701+,7.2,701+,24.3,483,1.0,701+,16.5,513,1.4,701+,22.9
=509,511-520,University of Bayreuth,DE,Germany,M,CO,VH,3,A,10.3,601+,19.3,467,46.4,338,27.0,464,50.1,357,21.9,515,40.2,374,12.1,701+,15.4,603=,22.9
=511,541-550,East China Normal University,CN,China (Mainland),L,CO,VH,4,A,15.2,571,3.7,601+,19.1,693,53.1,243,23.3,562,19.6,553,31.0,453,11.7,701+,19.7,548,22.8
=511,443=,SOAS University of London ,UK,United Kingdom,M,SP,,5,A,18.1,494,9.5,601+,18.3,701+,15.2,629,100.0,51,99.0,51,1.0,701+,19.6,427,3.8,701+,22.8
=511,581-590,Université Paul Sabatier Toulouse III,FR,France,L,FO,VH,5,A,18.4,485,3.4,601+,40.4,388,24.8,493,5.5,701+,23.5,493,98.2,20,7.4,701+,21.8,524=,22.8
=514,701-750,Boğaziçi University,TR,Turkey,L,CO,HI,5,A,23.0,378,58.4,138,4.0,701+,14.3,649,11.1,701+,2.6,701+,4.9,701+,52.7,121,6.2,701+,22.7
=514,801-1000,Duy Tan University,VN,Vietnam,L,CO,VH,3,C,10.7,601+,26.3,367,3.8,701+,33.6,408,37.0,436,1.2,701+,63.7,222,10.9,701+,57.4,263=,22.7
=514,323,Pontificia Universidad Católica Argentina,AR,Argentina,L,FC,MD,4,B,20.4,431,32.3,303,99.9,22,1.1,701+,1.9,701+,8.8,701+,1.0,701+,19.8,420,1,701+,22.7
=514,422=,Shanghai University,CN,China (Mainland),XL,CO,VH,3,A,22.2,397,9.0,601+,53.3,291,25.4,476,43.8,383,5.9,701+,11.5,643,11.1,701+,15.8,598=,22.7
=514,601-650,The University of Georgia,US,United States,XL,FC,VH,5,A,20.9,421,18.2,481,9.7,701+,29.7,435,9.7,701+,4.5,701+,59.1,253,17.7,470,46.6,327=,22.7
=514,601-650,Universität Bremen,DE,Germany,L,CO,VH,4,A,19.7,450,8.4,601+,16.3,701+,24.4,496,41.7,394,26.7,453,77.7,160,7.2,701+,28.1,467=,22.7
=520,501-510,Kyungpook National University,KR,South Korea,L,FC,VH,4,A,11.1,601+,18.0,486,64.5,217,17.2,597,9.8,701+,20.1,545,7.7,701+,43.1,168,54.6,279=,22.6
=520,432,Universidad Austral,AR,Argentina,S,FO,VH,3,B,19.4,460,52.5,152,75.4,165,1.8,701+,2.4,701+,8.5,701+,1.0,701+,9.4,701+,1.2,701+,22.6
=520,521-530,University of Texas Dallas,US,United States,L,FC,VH,4,A,13.3,601+,11.6,601+,3.8,701+,54.5,236,5.4,701+,35.5,376,23.8,509,8.4,701+,41.1,358=,22.6
=523,551-560,Universidad de Zaragoza,ES,Spain,L,FC,VH,5,A,22.9,381,4.5,601+,57.6,252,7.1,701+,4.1,701+,9.7,701+,55.3,282,8,701+,80.6,145,22.5
=523,651-700,University of Hull,UK,United Kingdom,L,FC,HI,4,A,8.5,601+,3.5,601+,13.0,701+,25.4,477,57.4,322,67.4,221,36.4,407,16.8,507,85.2,118=,22.5
525,340=,Universiti Teknologi Brunei,BN,Brunei,S,FO,VH,3,A,13.7,601+,3.9,601+,90.3,86,8.6,701+,100.0,46,5.5,701+,1.0,701+,34.2,226,1,701+,22.4
=526,345,MGIMO University,RU,Russia,M,SP,,4,A,11.8,601+,21.3,436,100.0,17,1.4,701+,12.7,701+,46.2,315,1.0,701+,47.6,144,1,701+,22.3
=526,531-540,Sabanci University,TR,Turkey,S,CO,VH,3,B,18.1,496,37.5,262,34.5,465,19.2,567,37.0,437,15.0,620,1.8,701+,11.2,701+,15.4,603=,22.3
=526,541-550,University of Madras,IN,India,S,CO,VH,5,A,8.7,601+,3.6,601+,,,95.4,51,,,,,2.4,701+,,,1.1,701+,22.3
529,601-650,Edith Cowan University ,AU,Australia,L,CO,VH,3,A,8.7,601+,8.1,601+,6.2,701+,41.0,335,77.5,240,72.6,197,18.7,554,12,701+,11.7,647=,22.2
=530,651-700,Aristotle University of Thessaloniki,GR,Greece,XL,FC,VH,4,A,28.7,305,25.9,370,3.8,701+,13.5,667,1.4,701+,4.0,701+,75.4,169,15.7,532,36.6,388,22.1
=530,521-530,Christian-Albrechts-University zu Kiel,DE,Germany,L,FC,VH,5,A,18.6,478,10.1,601+,47.7,328,16.1,616,,,9.4,701+,79.9,145,10.5,701+,42.3,351=,22.1
=530,390=,Universidad de Palermo (UP),AR,Argentina,S,FO,MD,3,B,9.3,601+,17.8,493,90.5,83,1.1,701+,40.4,411,96.6,79,1.0,701+,9.6,701+,1,701+,22.1
=530,651-700,University of Genoa,IT,Italy,L,FC,VH,5,A,17.4,511,3.8,601+,11.3,701+,40.6,340,4.8,701+,8.8,701+,54.3,291,12.7,679,61.9,243=,22.1
=534,591-600,China Agricultural University ,CN,China (Mainland),L,FC,VH,3,A,9.6,601+,2.1,601+,19.9,667,78.7,119,3.4,701+,1.6,701+,3.3,701+,6.5,701+,8.4,695=,22.0
=534,382=,Peter the Great St. Petersburg Polytechnic University,RU,Russia,L,FO,VH,5,A,16.7,529,9.0,601+,77.6,148,3.0,701+,15.0,669,87.6,131,21.9,528,4.3,701+,18.2,564=,22.0
=534,591-600,University of Crete,GR,Greece,L,FC,HI,4,A,15.1,575,14.3,573,3.0,701+,67.9,158,1.7,701+,3.8,701+,13.4,619,8.9,701+,3.5,701+,22.0
=534,601-650,University of Salamanca,ES,Spain,L,FC,VH,5,A,26.8,324,15.0,550,23.2,611,6.9,701+,6.7,701+,22.4,510,45.3,343,15.3,550,72.5,189=,22.0
=538,511-520,Universidad de Alcalá,ES,Spain,L,FC,HI,3,A,10.0,601+,4.7,601+,68.8,189,5.2,701+,20.0,590,66.3,225,37.9,395,9.4,701+,74.3,179,21.9
=538,481=,Universiti Utara Malaysia (UUM),MY,Malaysia,L,SP,,3,A,20.6,423,28.0,345,40.4,389,7.1,701+,18.8,603,79.8,164,3.4,701+,9.7,701+,10.6,661=,21.9
=540,601-650,Lahore University of Management Sciences (LUMS),PK,Pakistan,S,CO,VH,3,B,15.7,555,72.0,97,35.1,452,6.0,701+,7.3,701+,1.9,701+,1.1,701+,22.2,373,1.4,701+,21.8
=540,541-550,Universidad Nacional de La Plata (UNLP),AR,Argentina,XL,FC,HI,5,A,38.7,221,31.0,316,23.8,598,2.1,701+,3.6,701+,29.9,423,9.1,695,8.6,701+,5.1,701+,21.8
=542,359=,ITMO University,RU,Russia,M,FO,VH,5,A,12.0,601+,11.6,601+,96.2,55,6.9,701+,21.4,579,38.9,354,27.3,476,7.3,701+,15,612=,21.7
=542,375=,University Ulm,DE,Germany,M,FO,VH,4,A,7.6,601+,3.9,601+,78.3,144,33.7,404,41.1,403,21.1,533,14.5,603,7.2,701+,3.2,701+,21.7
544,511-520,Universidad de Costa Rica,CR,Costa Rica,L,CO,HI,4,A,33.5,260,37.6,260,34.7,459,1.8,701+,,,,,6.0,701+,33.7,227,4.7,701+,21.6
=545,501-510,Bar-Ilan University,IL,Israel,L,FC,VH,4,A,8.0,601+,5.3,601+,7.8,701+,62.2,194,47.9,366,2.9,701+,10.2,667,15.2,554,28.4,463=,21.5
=545,701-750,City University of New York,US,United States,XL,FC,VH,4,A,22.7,386,34.1,286,9.4,701+,5.8,701+,6.6,701+,4.9,701+,89.0,90,19.3,434,31.3,428=,21.5
=545,561-570,Singapore Management University,SG,Singapore,M,SP,,2,A,11.8,601+,15.3,538,10.5,701+,20.9,546,100.0,39,63.3,238,1.2,701+,25,331,21.4,531=,21.5
=548,591-600,Lehigh University,US,United States,M,CO,VH,5,B,5.8,601+,4.2,601+,26.2,567,38.4,362,62.4,311,29.6,426,9.1,693,28.3,285,47.5,320=,21.4
=548,651-700,Northumbria University at Newcastle,UK,United Kingdom,L,CO,VH,4,A,10.5,601+,15.9,530,10.7,701+,16.0,621,67.2,291,72.3,199,49.8,314,16,523,29.1,456=,21.4
=548,551-560,University of Eastern Finland,FI,Finland,L,CO,VH,4,A,14.8,588,9.7,601+,39.4,403,24.6,494,30.9,482,4.8,701+,62.4,230,8.1,701+,28.4,463=,21.4
=551,651-700,Ajman University,AE,United Arab Emirates,S,CO,HI,3,C,13.6,601+,34.7,279,8.2,701+,2.2,701+,100.0,8,100.0,3,2.0,701+,13.3,644,3,701+,21.3
=551,541-550,Canadian University Dubai,AE,United Arab Emirates,S,FO,HI,2,C,14.7,591,14.4,567,31.3,505,2.3,701+,100.0,4,100.0,5,1.0,701+,22.3,371,1,701+,21.3
=551,449=,Hasselt University ,BE,Belgium,M,FO,VH,4,A,5.8,601+,3.4,601+,78.8,143,18.3,579,76.0,247,23.9,488,27.2,478,10.2,701+,15.9,596=,21.3
=551,651-700,University of Nebraska - Lincoln,US,United States,L,CO,VH,5,A,10.8,601+,5.9,601+,18.8,700,33.7,406,30.4,488,8.2,701+,42.6,357,12.2,701+,79.1,156,21.3
555,651-700,Universiti Teknologi MARA - UiTM,MY,Malaysia,XL,FC,VH,2,A,28.9,303,47.6,184,15.8,701+,2.8,701+,1.9,701+,2.1,701+,24.3,504,8.7,701+,31,432=,21.2
=556,751-800,Florida International University,US,United States,XL,FC,HI,4,A,14.9,586,35.4,274,12.0,701+,12.8,682,21.1,581,12.1,676,68.1,207,14.2,594,39,367=,21.1
=556,,INTI International University,MY,Malaysia,S,FO,HI,2,C,5.0,601+,14.8,556,84.3,112,1.7,701+,75.2,252,88.4,126,1.0,701+,9.1,701+,1,701+,21.1
=556,591-600,Politecnico di Bari,IT,Italy,S,SP,,3,A,6.5,601+,4.6,601+,15.6,701+,79.3,114,5.0,701+,7.9,701+,4.1,701+,5.5,701+,1.1,701+,21.1
=556,601-650,Renmin (People's) University of China,CN,China (Mainland),L,FO,VH,4,A,23.7,363,40.4,233,17.2,701+,8.0,701+,7.0,701+,5.3,701+,1.5,701+,62.4,94,18.2,564=,21.1
=556,358,"University of Chemistry and Technology, Prague",CZ,Czech Republic,S,FO,VH,4,A,6.1,601+,7.9,601+,99.0,35,12.9,680,27.8,502,71.9,201,3.2,701+,10.1,701+,1.3,701+,21.1
=561,651-700,Chongqing University,CN,China (Mainland),XL,CO,VH,4,A,8.4,601+,3.8,601+,13.2,701+,70.4,146,14.7,672,2.2,701+,11.4,645,13.6,630,10.3,665=,21.0
=561,651-700,University of Plymouth,UK,United Kingdom,L,FC,HI,5,A,9.0,601+,12.1,601+,12.2,701+,29.1,443,51.3,352,38.9,352,45.4,342,11.2,701+,45,335,21.0
=563,651-700,Ateneo de Manila University,PH,Philippines,L,FC,MD,5,B,19.7,451,57.9,141,29.0,533,1.7,701+,3.3,701+,2.7,701+,1.1,701+,54.6,115,1.7,701+,20.9
=563,571-580,Université de Fribourg,CH,Switzerland,M,CO,VH,5,A,10.7,601+,3.8,601+,5.3,701+,38.8,355,100.0,76,45.4,319,8.9,701+,20.4,411,5.2,701+,20.9
=563,601-650,University of South Florida,US,United States,XL,CO,VH,4,A,13.2,601+,10.2,601+,7.9,701+,36.6,381,30.7,485,13.8,646,57.8,261,10.6,701+,34.9,400=,20.9
=567,481=,Bond University,AU,Australia,S,FO,VH,3,B,4.7,601+,5.2,601+,44.1,356,22.8,518,87.7,195,93.6,96,1.1,701+,11.7,701+,1.1,701+,20.8
=567,601-650,National Chengchi University,TW,Taiwan,M,CO,HI,4,A,19.5,455,39.0,245,19.7,674,2.7,701+,27.1,507,23.5,491,1.0,701+,81,49,1.9,701+,20.8
=567,751-800,Universidad Adolfo Ibáñez,CL,Chile,M,FO,VH,3,B,19.1,469,73.5,90,4.2,701+,4.4,701+,37.7,427,4.2,701+,1.2,701+,13.7,624,1.1,701+,20.8
=567,651-700,University of Huddersfield,UK,United Kingdom,L,CO,VH,3,A,12.5,601+,15.0,548,6.7,701+,20.9,547,65.1,295,79.4,165,41.2,367,9,701+,7.3,701+,20.8
=571,601-650,Chiang Mai University,TH,Thailand,XL,FC,HI,4,A,33.8,256,19.3,466,16.4,701+,3.9,701+,5.1,701+,4.1,701+,20.9,538,17.1,495,59.2,252=,20.7
=571,651-700,Coventry University,UK,United Kingdom,XL,CO,VH,3,A,9.2,601+,12.5,601+,15.7,701+,6.8,701+,74.8,257,100.0,26,50.7,308,13.7,626,26.6,481=,20.7
=571,651-700,Indian Institute of Technology (BHU) Varanasi,IN,India,M,FO,VH,5,A,4.4,601+,3.6,601+,3.9,701+,88.7,78,1.4,701+,1.1,701+,1.5,701+,8.2,701+,4,701+,20.7
=571,521-530,Warsaw University of Technology,PL,Poland,L,FO,VH,5,A,22.8,382,49.8,172,38.7,408,4.3,701+,1.8,701+,10.3,701+,9.7,676,11.5,701+,2.1,701+,20.7
=575,410=,HUFS - Hankuk (Korea) University of Foreign Studies ,KR,South Korea,L,CO,HI,3,B,13.4,601+,23.9,404,85.3,104,1.6,701+,32.3,471,45.1,320,1.0,701+,5.7,701+,1.3,701+,20.6
=575,701-750,University of South Carolina,US,United States,XL,FC,VH,5,A,14.7,590,11.8,601+,8.9,701+,33.6,407,37.8,424,3.5,701+,40.8,370,17.1,494,39.6,365,20.6
=577,601-650,Lebanese University,LB,Lebanon,XL,FC,HI,4,A,23.7,364,49.8,171,11.6,701+,2.1,701+,43.3,387,31.9,401,2.3,701+,9.9,701+,2.1,701+,20.5
=577,384=,Taipei Medical University (TMU),TW,Taiwan,M,SP,,2,B,10.3,601+,15.4,536,91.1,81,17.9,585,15.1,667,15.6,609,1.3,701+,9.9,701+,9,688,20.5
=577,454=,University of Tromsø The Arctic University of Norway,NO,Norway,L,FC,HI,4,A,12.1,601+,3.7,601+,70.5,182,8.9,701+,70.4,273,7.7,701+,42.5,360,9.6,701+,21.8,524=,20.5
=580,651-700,Abu Dhabi University,AE,United Arab Emirates,S,SP,,2,C,11.5,601+,17.9,490,12.6,701+,12.4,689,100.0,5,99.9,32,1.2,701+,11.3,701+,1.1,701+,20.4
=580,486=,University of Klagenfurt,AT,Austria,S,FO,VH,4,A,5.5,601+,4.3,601+,60.2,235,11.4,701+,95.2,148,86.6,137,3.0,701+,12,701+,1.6,701+,20.4
=582,561-570,Applied Science University - Bahrain,BH,Bahrain,S,FO,HI,2,B,18.2,493,21.9,429,36.8,431,1.7,701+,100.0,21,44.9,324,1.0,701+,8.3,701+,,,20.3
=582,751-800,Universidad Católica Andres Bello,VE,Venezuela,M,FO,MD,4,B,26.6,328,67.7,112,3.7,701+,1.0,701+,2.5,701+,2.9,701+,,,29.8,266,,,20.3
=582,601-650,Universidad Pontificia Comillas,ES,Spain,M,FO,VH,3,B,8.1,601+,65.9,121,39.9,395,2.3,701+,19.3,597,5.8,701+,1.0,701+,45.5,154,2,701+,20.3
=586,398=,National Research Tomsk Polytechnic University,RU,Russia,M,FO,VH,5,A,9.7,601+,7.5,601+,93.9,66,4.0,701+,8.1,701+,76.6,177,21.3,535,8.1,701+,8.3,701+,20.2
=586,601-650,Sunway University,MY,Malaysia,S,CO,VH,2,B,10.5,601+,44.1,204,52.2,303,7.2,701+,35.5,450,24.3,482,4.4,701+,9.2,701+,5.4,701+,20.2
=586,511-520,"University of Missouri, Columbia",US,United States,L,FC,VH,5,A,14.2,601+,9.6,601+,40.2,392,17.4,591,56.4,329,3.3,701+,23.9,508,24.2,346,35.5,397=,20.2
=590,651-700,Central Queensland University (CQUniversity Australia),AU,Australia,S,CO,VH,3,A,8.7,601+,9.5,601+,24.0,592,16.0,619,98.0,113,98.1,61,1.2,701+,8.3,701+,5.6,701+,20.1
=590,801-1000,Manchester Metropolitan University (MMU),UK,United Kingdom,XL,CO,VH,4,A,12.0,601+,13.4,601+,8.5,701+,9.8,701+,44.4,380,40.5,339,66.6,210,14.6,576,69.3,210=,20.1
=590,651-700,Prince Mohammad Bin Fahd university,SA,Saudi Arabia,S,SP,,2,B,15.4,568,19.1,468,20.8,650,20.3,555,100.0,11,20.5,542,1.1,701+,9.4,701+,1,701+,20.1
=593,511-520,"Goldsmiths, University of London",UK,United Kingdom,M,FO,VH,5,A,14.9,587,6.0,601+,14.7,701+,13.6,663,97.8,117,92.8,101,1.2,701+,17.2,490,1.8,701+,20.0
=593,801-1000,University of Central Florida,US,United States,XL,FC,VH,4,A,14.4,601+,37.1,264,2.8,701+,25.7,474,17.1,626,4.5,701+,32.1,445,11.1,701+,32.7,420=,20.0
=595,477=,Imam Abdulrahman Bin Faisal University (IAU) (formerly UNIVERSITY OF DAMMAM),SA,Saudi Arabia,L,FC,HI,3,A,7.6,601+,7.1,601+,85.9,101,2.3,701+,98.5,105,16.5,589,11.6,640,8.1,701+,19,552=,19.9
=595,801-1000,Nottingham Trent University,UK,United Kingdom,XL,CO,HI,3,A,10.6,601+,20.5,450,10.2,701+,5.2,701+,56.9,326,61.0,243,52.1,300,13.8,616,50.6,305=,19.9
=595,601-650,Pontifícia Universidade Católica do Rio de Janeiro,BR,Brazil,M,CO,VH,4,B,33.4,261,24.5,392,9.3,701+,7.7,701+,12.4,701+,1.6,701+,2.4,701+,28.6,279,32.7,420=,19.9
=595,581-590,Shenzhen University,CN,China (Mainland),XL,CO,VH,3,A,8.4,601+,2.3,601+,55.2,275,42.6,314,13.2,698,1.4,701+,14.3,609,17.6,472,15.8,598=,19.9
=595,436=,Università Vita-Salute San Raffaele,IT,Italy,S,SP,,3,B,3.1,601+,1.7,601+,98.8,40,39.0,352,8.3,701+,3.1,701+,3.6,701+,7.6,701+,1,701+,19.9
=600,601-650,Nanjing University of Science and Technology,CN,China (Mainland),L,FO,VH,2,A,5.1,601+,2.2,601+,10.9,701+,82.2,103,,,,,3.4,701+,6.2,701+,1.8,701+,19.8
=600,651-700,Thammasat University,TH,Thailand,XL,FC,HI,4,A,23.8,360,26.4,365,25.1,583,2.1,701+,11.6,701+,1.7,701+,2.0,701+,72.5,64,29.4,453=,19.8
=600,471=,Tulane University,US,United States,L,FC,HI,5,B,9.6,601+,5.0,601+,81.5,134,10.4,701+,16.9,631,14.5,630,45.5,339,22.7,367,21.4,531=,19.8
=600,441=,Universität des Saarlandes,DE,Germany,L,FC,VH,4,A,11.1,601+,4.5,601+,89.9,87,8.3,701+,4.9,701+,39.2,350,39.0,384,20.1,416,2,701+,19.8
601-610,601-650,Abo Akademi University,FI,Finland,M,CO,VH,5,A,8.3,601+,6.2,601+,23.6,605,40.7,336,45.2,377,15.5,612,29.5,460,11.5,701+,11.8,644=,-
601-610,651-700,American University in Dubai,AE,United Arab Emirates,S,FO,HI,3,C,9.8,601+,16.8,513,20.4,657,1.9,701+,100.0,3,100.0,8,1.0,701+,37.3,195,1,701+,-
601-610,701-750,Charles Darwin University ,AU,Australia,M,CO,VH,2,A,5.8,601+,4.7,601+,4.0,701+,41.3,331,37.4,429,76.7,176,3.6,701+,8.5,701+,45.3,334,-
601-610,651-700,Drexel University,US,United States,L,FC,VH,5,B,8.4,601+,6.1,601+,21.1,644,35.1,388,32.8,468,22.3,511,28.4,467,26,316,34.6,403=,-
601-610,601-650,Jawaharlal Nehru University,IN,India,M,CO,VH,4,A,29.1,298,10.6,601+,12.2,701+,24.1,500,,,1.6,701+,4.8,701+,13.2,648,47.5,320=,-
601-610,601-650,"Kingston University, London",UK,United Kingdom,L,CO,HI,3,A,17.5,506,12.6,601+,6.1,701+,8.7,701+,71.9,265,99.4,45,9.2,690,14.1,605,9.8,669=,-
601-610,449=,Umm Al-Qura University ,SA,Saudi Arabia,XL,FC,HI,4,A,18.3,489,9.4,601+,56.9,256,2.0,701+,100.0,71,17.6,581,4.5,701+,8.2,701+,3.1,701+,-
601-610,601-650,Universidad de Concepción,CL,Chile,L,FC,HI,5,B,27.0,322,35.6,273,13.1,701+,7.4,701+,13.1,699,2.2,701+,16.3,581,9.5,701+,31.6,425=,-
601-610,551-560,University of Szeged,HU,Hungary,L,FC,HI,5,B,18.0,498,12.0,601+,44.6,352,4.9,701+,11.9,701+,50.5,288,34.6,420,9.1,701+,34.9,400=,-
611-620,601-650,Al Ain University,AE,United Arab Emirates,S,FO,VH,2,B,17.4,509,11.0,601+,11.9,701+,4.2,701+,100.0,1,100.0,21,1.4,701+,11.4,701+,1,701+,-
611-620,443=,Auezov South Kazakhstan University (SKU),KZ,Kazakhstan,L,CO,MD,4,A,15.2,574,21.5,432,92.0,76,1.0,701+,13.3,697,21.3,526,1.0,701+,11.2,701+,1,701+,-
611-620,701-750,Brno University of Technology,CZ,Czech Republic,L,FO,VH,5,A,13.1,601+,34.7,280,22.7,623,6.7,701+,9.0,701+,70.9,204,38.6,387,14.2,597,2.7,701+,-
611-620,477=,Martin-Luther-Universität Halle-Wittenberg,DE,Germany,L,FC,VH,5,A,14.4,599,4.3,601+,82.8,123,6.9,701+,,,9.8,701+,73.4,179,7.6,701+,5.8,701+,-
611-620,581-590,National Central University,TW,Taiwan,M,CO,VH,4,A,21.5,402,27.1,358,23.0,617,17.8,586,12.9,701+,9.1,701+,2.1,701+,6.5,701+,30.2,447=,-
611-620,601-650,Pusan National University,KR,South Korea,L,FC,VH,4,A,23.0,379,18.5,475,38.0,416,17.1,599,10.4,701+,12.4,672,7.9,701+,13.3,643,8.1,701+,-
611-620,392=,Tokyo Medical and Dental University (TMDU),JP,Japan,S,FO,VH,4,A,11.5,601+,5.8,601+,100.0,10,18.2,580,3.5,701+,15.3,614,1.2,701+,8,701+,1.1,701+,-
611-620,591-600,University of Minho,PT,Portugal,L,FC,VH,4,A,15.6,562,8.7,601+,32.8,483,18.7,573,19.4,596,18.0,575,52.7,297,10.2,701+,27.6,471=,-
621-630,,Asia Pacific University of Technology and Innovation (APU),MY,Malaysia,S,FO,VH,2,C,6.4,601+,8.6,601+,57.8,250,1.5,701+,89.8,185,100.0,16,1.0,701+,9.4,701+,1,701+,-
621-630,475=,Chang Gung University,TW,Taiwan,M,FO,VH,3,B,5.7,601+,4.6,601+,70.0,184,43.0,309,4.3,701+,4.7,701+,1.4,701+,7.9,701+,4.1,701+,-
621-630,701-750,Institut Teknologi Sepuluh Nopember (ITS Surabaya),ID,Indonesia,L,SP,,2,A,15.3,570,41.0,227,36.9,427,1.7,701+,43.1,388,5.2,701+,1.0,701+,14.5,577,26.3,484,-
621-630,601-650,Management and Science University,MY,Malaysia,S,FO,VH,2,C,12.4,601+,12.2,601+,33.5,476,1.6,701+,90.5,180,94.1,92,1.0,701+,10.1,701+,1,701+,-
621-630,551-560,Northwestern Polytechnical University,CN,China (Mainland),XL,CO,VH,4,A,5.9,601+,2.5,601+,46.0,341,53.6,239,13.9,686,4.8,701+,6.1,701+,10.1,701+,3.2,701+,-
621-630,701-750,Stevens Institute of Technology,US,United States,M,CO,VH,5,B,2.7,601+,2.9,601+,4.7,701+,52.4,246,37.5,428,91.4,110,1.2,701+,12.2,701+,1.1,701+,-
621-630,651-700,Universitat Ramon Llull,ES,Spain,L,CO,HI,3,B,10.4,601+,43.7,208,6.3,701+,8.5,701+,94.7,153,32.2,399,2.4,701+,15.6,535,1.4,701+,-
